product_names,prices,links,ratings,reviews
"Presto! Oxo-Biodegradable Garbage Bags (Black, Medium, 19 x 21 inches) - 30 Bags/ Roll - Pack of 3(Plastic) ",169,https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDH2LCP/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-86,4.2,"1,088"
ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs ,399,https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-87,3.9,"1,401"
Half Moon Valex Unisex School Bag/ 15.6 inch Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment ,549,https://www.amazon.in/Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-88,3.7,163
"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. ",349,https://www.amazon.in/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D2Q52R/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-89,3.8,296
Wildcraft 18 ltrs (7 Cms) backpack(204493566_black) ,"2,095",https://www.amazon.in/Wildcraft-ltrs-Cms-backpack-204493566_black/dp/B07GNGG435/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-90,4.1,189
"Dolfin WaterProof Unisex Laptop Backpack 32L with USB Charging Port C, 15.6 inch Compartment, Water-Resistant and Scratch Resistant, Premium Material Laptop Office Bag for Men and Women ","1,699",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzg1NDY4NjQxMTY1NjoxNjk3NzE1NDY3OnNwX210ZjozMDAwMDk4NDgwNzE4MzI6OjA6Og&url=%2FDolfin-Backpack-Charging-Resistant-Compartment%2Fdp%2FB0C5RL3F5L%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715467%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.5,8
"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ","2,300",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzg1NDY4NjQxMTY1NjoxNjk3NzE1NDY3OnNwX210ZjoyMDE0NTM1NzEwMjI5ODo6MDo6&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0C1CBY2PJ%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715467%26sprefix%3Dba%252Caps%252C283%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.2,77
KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack ,"1,749",https://www.amazon.in/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07CDD6YS2/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-93,4.4,"9,470"
Gear Superior 16L Small Water Resistant School Bag//Casual Backpack/ Daypack/College Bag for Men/Women - Black ,299,https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-94,3.9,385
Bennett Khadi and Polyester Drax Laptop Bag Sleeve Case Cover Pouch for 15/15.6 inches Laptop Apple/Dell/Lenovo/ASUS/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Idea Pad/Surfacepro for Laptops (Blue) ,257,https://www.amazon.in/Bennett-Polyester-Drax-Ultrabook-Surfacepro/dp/B091NZ9MYB/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-95,4.1,"4,358"
"Zebronics Techshield A1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black) ",498,https://www.amazon.in/Zebronics-Techshield-Compartment-15-6-inch-Polyester/dp/B0C6QTMYFG/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-96,3.6,11
"Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 6, plastic, Black) ",259,https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PKWBW/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-97,4.3,"15,923"
"Street27® Korean Canvas Corduroy Tote Bag Casual Work Shoulder Handbags | Multi-Purpose Bag |Sturdy Canvas Bag with Large Capacity | Shopping Bag for Office, College & Daily Use ",474,https://www.amazon.in/Street27%C2%AE-Canvas-Corduroy-Tote-Multi-Purpose/dp/B0BQCBHJLP/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-98,4.0,140
Newtone Premium OXO - Biodegradable Garbage Bags Size 17 X 19 Inches (Small) 120 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color ,144,https://www.amazon.in/Newtone-Premium-OXO-Biodegradable-Garbage/dp/B08M66SG5Y/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-99,4.3,212
Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK) ,649,https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B28M2RN/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-100,4.0,602
"uppercase Laptop Backpack 1600EBP Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ","1,100",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzg1NDY4NjQxMTY1NjoxNjk3NzE1NDY3OnNwX2J0ZjoyMDA5NzYxMjIzMDc5ODo6MDo6&url=%2Fuppercase-Backpack-1600EBP1-resistant-sustainable%2Fdp%2FB0B68ZS5G1%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715467%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.0,255
Impulse Parkar 40L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty ,"1,699",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzg1NDY4NjQxMTY1NjoxNjk3NzE1NDY3OnNwX2J0ZjozMDAwNDk2ODIyMzg3MzI6OjA6Og&url=%2FImpulse-Parkar-Backpack-Business-Resistant%2Fdp%2FB0C1H2PRCF%2Fref%3Dsr_1_102_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715467%26sprefix%3Dba%252Caps%252C283%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,3.7,8
Gear Elevate Faux Leather 20L Water Resistant Anti-Theft Laptop Bag/Backpack/Office Bag with RainCover for Men/Women (Olive-Yellow) ,"1,899",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDQ5NzM5NjY5MDc5NjU2OjE2OTc3MTU0NzA6c3BfYXRmX25leHQ6MzAwMDY1NzMyOTg1NjMyOjowOjo&url=%2FGear-Resistant-Anti-Theft-RainCover-Olive-Yellow%2Fdp%2FB0CJ97TXPN%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715470%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.0,1
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Khaki 35L, Unisex Bag ",899,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDQ5NzM5NjY5MDc5NjU2OjE2OTc3MTU0NzA6c3BfYXRmX25leHQ6MzAwMDE0OTMxNDg0OTMyOjowOjo&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9HJD9KN%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715470%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.5,25
Shalimar Premium OXO - Biodegradable Garbage Bags Size 30 X 37 Inches (Extra Large) 60 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color ,494,https://www.amazon.in/Shalimar-Premium-Garbage-Extra-Colour/dp/B07KSZTYWX/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-99,4.5,"1,458"
AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs ,849,https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-100,3.8,"2,272"
NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Navy Blue) ,489,https://www.amazon.in/NIVIA-Polyester-Shoulder-Compartment-Accessories/dp/B07NJGW3WX/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-101,4.0,144
DEIN KLEIDER Men's Nylon Messenger Bag ,346,https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-102,4.0,"5,546"
Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty ,399,https://www.amazon.in/Impulse-Diggy-Backpack-Business-Resistant/dp/B0CJHV6RTS/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-103,4.0,22
Fur Jaden 25L Travel Duffle Bag for Weekend Trip Cabin Luggage and Gym Sports Duffle for Men and Women ,629,https://www.amazon.in/Travel-Duffle-Weekend-Luggage-Sports/dp/B086PYLWS3/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-104,4.1,963
"Boldfit Hot Water Bag Ice bag for Pain Relief Cold Ice Pack Bag for Pain Relief Cold Water Bag for Pain Relief, Injuries, and Cold Therapy Comes with Leak-free Closure - Blue 7.5 Inch ",199,https://www.amazon.in/Boldfit-Injuries-Therapy-Leak-free-Closure/dp/B0BNBSFC1W/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-105,4.3,"2,052"
URBAN CARRIER Large 45 Liters Medium Backpack for school and colleges laptop bag luggage bag travel bag Unisex office bag for men Waterproof School Bag for girls stylish backpack for men ,549,https://www.amazon.in/Backpack-Colleges-Luggage-Waterproof-Multicolor/dp/B09GYJ17JL/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-106,3.9,650
"uppercase Medium 20 Ltrs Casual (14.6 inch) Laptop Backpack 2000EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ","1,350",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDQ5NzM5NjY5MDc5NjU2OjE2OTc3MTU0NzA6c3BfbXRmOjIwMDk3NjEyMjMxNTk4OjowOjo&url=%2Fuppercase-Backpack-2000EBP1-repellent-sustainable%2Fdp%2FB0B8NX7SXR%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715470%26sprefix%3Dba%252Caps%252C283%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,3.9,37
WHITECRAFT Polyester 30 Liter Waterproof Backpack for Men & Women| Fits upto 12-17 Inch Laptop Bag | Travel/Business/College/Casual Daypacks ,386,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDQ5NzM5NjY5MDc5NjU2OjE2OTc3MTU0NzA6c3BfbXRmOjMwMDA2MjkwNDg1NDgzMjo6MDo6&url=%2FWHITECRAFT-Polyester-Waterproof-Backpack-Business%2Fdp%2FB0CJJMRVW5%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715470%26sprefix%3Dba%252Caps%252C283%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,,
Elegant Sport Backpack ,803,https://www.amazon.in/Elegant-Leatherette-Waterproof-Backpack-Business/dp/B0C4GVCM3Y/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-109,3.6,6
Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty ,452.,https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-110,4.0,"6,876"
"Amazon Brand - Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 3, Green, For Wet Waste) ",189,https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDCGCPK/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-111,4.3,637
G 1 Disposable Garbage / Dustbin Bags | Medium Size | Pack of 4 | 30 Bags/Pack | Black Color | 19X21 Inches (Plastic) ,208,https://www.amazon.in/G-1-Medium-Disposable-Garbage-Dustbin/dp/B077RJ1YMW/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-112,4.2,"15,747"
ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs ,399,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPVD964/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-113,3.9,"1,401"
"Stylbase 15 inches Kids 3D Cartoon Backpack - Lightweight, Waterproof, Adjustable Shoulder Straps, 3 Compartments, Bottle Holder - Perfect for School and Outdoor Adventures ",551,https://www.amazon.in/Stylbase-Trends-Polyester-Character-Embossed/dp/B0BNL2PBPH/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-114,4.0,213
Nivia Polyester Pulse Bag ,229,https://www.amazon.in/Nivia-5227-Junior-Others-Orange/dp/B08D7QKCX5/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-115,3.6,57
"ROZEN Heavy Dutty Polyester Fabric Travel Duffle Bag (Sky Blue, 50 L, 22Inch) ",628,https://www.amazon.in/ROZEN-Fabric-Travel-Luggage-Duffle/dp/B085QMBX8H/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1697715470&sprefix=ba%2Caps%2C283&sr=8-116,3.9,"2,523"
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (ALL) (Grey & A. Blue 1000) ,"1,199",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDQ5NzM5NjY5MDc5NjU2OjE2OTc3MTU0NzA6c3BfYnRmOjMwMDA3MTgwMzM3MjAzMjo6MDo6&url=%2FHEROZ-Hammer-Backpack-Resistant-Durable%2Fdp%2FB07M82M8G7%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715470%26sprefix%3Dba%252Caps%252C283%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.2,"8,212"
RAPTORS 35L Water Resistant 15.6 inch Laptop Backpack bag for men and women Office/School/Travel/Business Padded with Laptop Compartment ,499,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDQ5NzM5NjY5MDc5NjU2OjE2OTc3MTU0NzA6c3BfYnRmOjIwMTY3MzU0MDk5NTk4OjowOjo&url=%2FRAPTORS-Resistant-Backpack-Business-Compartment%2Fdp%2FB0C4Q1MJGD%2Fref%3Dsr_1_118_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715470%26sprefix%3Dba%252Caps%252C283%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.0,15
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Navy Blue 35L, Unisex Bag ",999,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODk5MzcwNzcxMjkzNjU2OjE2OTc3MTU0NzI6c3BfYXRmX25leHQ6MzAwMDE0OTMxNDg1MDMyOjowOjo&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9GRNX8R%2Fref%3Dsr_1_113_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715472%26sprefix%3Dba%252Caps%252C283%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.5,25
uppercase Nexus Professional Anti-Theft Overnighter Travel Laptop Backpack ,"2,500",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODk5MzcwNzcxMjkzNjU2OjE2OTc3MTU0NzI6c3BfYXRmX25leHQ6MjAxNjAyNDk1MDkyOTg6OjA6Og&url=%2Fuppercase-Professional-Anti-Theft-Overnighter-sustainable%2Fdp%2FB0C4PRDZ9X%2Fref%3Dsr_1_114_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715472%26sprefix%3Dba%252Caps%252C283%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.6,15
"MINI WESST Women's Printed Synthetic Leather Tote Bag for Office, College and Party (Black) ",878,https://www.amazon.in/MINI-WESST-Printed-Synthetic-Leather/dp/B0C2HX15QM/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-115,3.4,18
Elegant Sport Backpack ,803,https://www.amazon.in/Elegant-Leatherette-Waterproof-Backpack-Business/dp/B0C4GVCM3Y/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-116,3.6,6
"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover ",829,https://www.amazon.in/SPENZ-BAGS-Backpack-Raincover-Mahogany-Brown/dp/B0C3RN6QSC/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-117,3.9,245
Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty ,452.,https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-118,4.0,"6,876"
G 1 Disposable Garbage / Dustbin Bags | Medium Size | Pack of 4 | 30 Bags/Pack | Black Color | 19X21 Inches (Plastic) ,208,https://www.amazon.in/G-1-Medium-Disposable-Garbage-Dustbin/dp/B077RJ1YMW/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-119,4.2,"15,747"
Nivia Polyester Pulse Bag ,229,https://www.amazon.in/Nivia-5227-Junior-Others-Orange/dp/B08D7QKCX5/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-120,3.6,57
AUXTER DELUXE Casual School College office Travel Backpack - 18 Design ,791,https://www.amazon.in/AUXTER-DELUXE-Casual-Backpack-Black/dp/B09HNP99YX/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-121,4.0,650
"Amazon Basics Laptop Bag with USB Charging Port, Rain Cover and Reflective Strip for College, Office, Travel (Unisex, 35 L, Blue) ",799,https://www.amazon.in/Bag-Charging-Reflective-College-Blue/dp/B0C4L2KX2W/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-122,3.9,193
"Pramadda Pure Luxury Italian Vegan leather Croco Backpack For Men and Women | 15.6"" inch Laptop Bag For Office College Travel | Premium Bagpacks With Antique Brass Hardware ","1,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODk5MzcwNzcxMjkzNjU2OjE2OTc3MTU0NzI6c3BfbXRmOjMwMDA3MTM1MjQxODIzMjo6MDo6&url=%2FPramadda-Pure-Luxury-Backpack-Bagpacks%2Fdp%2FB0C2KHQ8Z1%2Fref%3Dsr_1_123_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715472%26sprefix%3Dba%252Caps%252C283%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.4,57
HEROZ Hacker 50 litres Large Size Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (Grey & Black) ,"1,279",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODk5MzcwNzcxMjkzNjU2OjE2OTc3MTU0NzI6c3BfbXRmOjMwMDA3MTc3NTc4NTMzMjo6MDo6&url=%2FHEROZ-Backpack-Resistant-Computer-17-3-inch%2Fdp%2FB083N2MVG7%2Fref%3Dsr_1_124_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715472%26sprefix%3Dba%252Caps%252C283%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.1,"3,993"
URBAN WOLF 30L Casual Dual Compartment Water Resistant Laptop Backpack Unisex Bags for Office/Travel/Business/College/School (Black) ,749,https://www.amazon.in/Business-Casual-Compartment-Resistant-Backpack/dp/B08N6HSJJ5/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-125,3.9,"1,016"
TRUE HUMAN® Anti-Theft backpack with USB charging port and combination Number lock Laptop bag/office bag/travel bag for men and women ,499,https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-126,3.8,"2,014"
VIP Unisex Endura Duffle (E) Brown ,"1,209",https://www.amazon.in/VIP-Endura-Puller-Brown-Duffle/dp/B0B527KJQZ/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-127,4.3,626
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years) ,228,https://www.amazon.in/DZert-Panda-School-Backpacks-Cartoon/dp/B07Y2BFJ1B/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-128,3.7,"12,743"
"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag ",309,https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-129,4.2,"1,341"
"Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Grey) ",499,https://www.amazon.in/Amazon-Basics-Laptop-College-Backpack/dp/B0C8NSJ4RD/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-130,4.0,8
"Travalate Polyester 45 L Multi Pocket Ultra Light Travel Duffle Bag Organizer for Men and Women (Green, 20 X 18 X 11 Inch) ",878,https://www.amazon.in/Travalate-Waterproof-Polyester-Duffle-Travel/dp/B07S3FW7Z5/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-131,3.9,"1,324"
"POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty ",579,https://www.amazon.in/POLESTAR-Casual-bagpack-School-Backpack/dp/B07PQQ8M7B/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1697715472&sprefix=ba%2Caps%2C283&sr=8-132,3.9,"17,859"
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Grey & Red) ,"1,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODk5MzcwNzcxMjkzNjU2OjE2OTc3MTU0NzI6c3BfYnRmOjMwMDA3MTgwMzM3MTczMjo6MDo6&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MGDGZR3%2Fref%3Dsr_1_133_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715472%26sprefix%3Dba%252Caps%252C283%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.2,"8,212"
